 ,Angle,Length
1,-90,243.859
2,-90,243.859
3,-90,240.911
4,-90,244.167
5,-90,234.400
6,-90,236.603
7,-90,236.603
8,-90,239.093
9,-90,239.093
10,-90,247.013
11,-90,237.032
12,-90,247.013
13,-90,247.013
