 ,Angle,Length
1,-101.701,304.672
2,-100.244,297.793
3,-97.083,300.636
4,-101.514,291.857
5,-99.631,295.444
6,-101.837,301.216
7,-99.944,276.008
8,-100.597,278.375
9,-101.310,288.047
10,-100.899,289.440
11,-96.065,284.043
12,-100.751,283.906
13,-102.639,298.514
