 ,Angle,Length
1,-90,176.280
2,-90,176.280
3,-90,192.306
4,-90,189.101
5,-90,180.515
6,-90,190.185
7,-90,193.409
8,-90,183.739
9,-90,199.856
10,-90,195.616
11,-90,214.547
12,-90,201.926
13,-90,201.926
14,-90,163.081
15,-90,204.650
16,-90,204.650
17,-90,195.057
18,-90,198.255
