 ,Angle,Length
1,-109.411,352.798
2,-114.809,370.066
3,-113.749,346.218
4,-108.726,394.841
5,-112.694,377.841
6,-109.470,332.758
7,-113.629,332.064
8,-106.543,333.888
9,-92.426,374.276
10,-102.766,415.910
11,-90.466,389.798
12,-29.567,378.916
13,-166.967,351.300
14,-126.304,385.367
15,-9.767,392.302
16,32.400,390.339
